0	-39.532009
1	-35.032875
2	-72.350525
3	-70.088799
4	-69.001289
5	-69.410233
6	-71.489883
7	-71.343941
8	-70.190117
9	-70.991287
10	-69.714905
11	-70.527824
12	-73.200607
13	-73.289787
14	-71.795815
15	-71.284630
16	-72.844368
17	-74.537033
18	-75.634674
19	-77.362946
20	-76.974045
21	-74.871483
22	-73.424049
23	-73.901016
24	-76.364555
25	-78.687538
26	-80.501534
27	-78.069862
28	-76.783302
29	-78.105125
30	-77.501884
31	-77.352554
32	-77.223984
33	-73.377251
34	-71.827110
35	-72.785408
36	-71.791801
37	-71.126343
38	-72.415192
39	-73.253731
40	-73.766762
41	-72.642563
42	-71.406509
43	-72.459671
44	-76.711143
45	-77.574211
46	-77.312920
47	-75.858658
48	-72.997261
49	-74.021362
50	-74.117264
51	-74.334488
52	-75.101364
53	-73.932983
54	-73.943253
55	-73.024887
56	-73.601471
57	-74.115334
58	-75.087982
59	-74.714928
60	-70.466080
61	-69.831551
62	-72.303688
63	-72.481918
64	-71.407707
65	-72.122643
66	-71.971771
67	-73.175293
68	-74.762405
69	-74.458893
70	-75.209595
71	-75.031593
72	-73.005447
73	-73.984375
74	-74.763916
75	-71.112724
76	-72.281830
77	-74.520103
78	-74.925323
79	-75.092056
80	-74.999390
81	-74.638550
82	-73.953781
83	-74.545319
84	-73.386505
85	-73.140488
86	-71.354485
87	-68.950729
88	-70.239967
89	-71.897797
90	-72.615105
91	-74.108902
92	-73.029343
93	-72.436378
94	-72.094902
95	-72.681419
96	-72.061516
97	-73.462036
98	-74.881996
99	-71.500328
100	-72.537422
101	-74.626755
102	-74.805504
103	-72.417686
104	-72.945908
105	-73.951622
106	-74.120399
107	-74.253548
108	-73.582253
109	-72.280113
110	-73.274345
111	-72.387970
112	-73.874161
113	-76.122833
114	-75.410202
115	-73.410843
116	-72.282372
117	-72.215546
118	-68.767563
119	-65.638290
120	-63.867115
121	-63.336933
122	-66.250397
123	-69.242409
124	-72.295448
125	-72.530853
126	-73.679024
127	-74.616455
128	-74.385323
129	-75.747269
130	-75.194839
131	-73.566978
132	-72.135201
133	-73.541321
134	-73.437439
135	-74.120262
136	-73.213417
137	-71.611877
138	-70.592575
139	-71.320236
140	-72.743477
141	-74.431435
142	-75.643578
143	-76.974464
144	-74.088852
145	-72.631996
146	-73.115585
147	-72.622375
148	-73.731400
149	-71.479202
150	-70.759544
151	-67.826248
152	-68.260330
153	-72.521263
154	-74.676155
155	-74.695778
156	-71.524986
157	-66.651352
158	-67.094162
159	-70.623726
160	-70.448051
161	-72.505844
162	-76.547310
163	-74.379059
164	-74.351471
165	-69.178238
166	-64.016220
167	-66.753021
168	-73.809105
169	-72.607597
170	-73.638199
171	-70.990524
172	-70.458481
173	-72.384888
174	-72.935326
175	-69.027611
176	-62.716980
177	-58.506718
178	-56.638596
179	-55.102692
180	-52.206112
181	-51.976791
182	-49.894928
183	-48.434731
184	-48.007088
185	-48.474178
186	-49.891872
187	-48.330658
188	-49.019257
189	-50.167980
190	-49.821926
191	-49.540764
192	-50.798050
193	-51.431835
194	-51.167881
195	-50.707066
196	-51.048592
197	-51.939754
198	-52.587864
199	-52.840172
200	-52.347672
201	-49.791813
202	-47.531693
203	-44.590664
204	-40.264099
205	-40.091038
206	-42.553638
207	-43.862385
208	-44.746597
209	-50.155746
210	-44.814964
211	-32.528694
212	-25.601740
213	-21.060173
214	-19.618958
215	-18.294558
216	-18.263878
217	-17.815243
218	-17.648275
219	-18.027187
220	-18.869900
221	-19.797972
222	-20.626678
223	-21.047621
224	-21.149534
225	-20.544193
226	-20.135149
227	-19.557404
228	-19.674280
229	-19.514864
230	-19.810423
231	-19.565496
232	-19.710571
233	-19.964487
234	-20.189014
235	-22.246809
236	-22.589573
237	-22.346344
238	-20.847485
239	-21.077654
240	-22.691732
241	-23.101776
242	-20.429062
243	-22.449780
244	-21.916033
245	-23.048544
246	-24.666683
247	-27.316336
248	-28.877922
249	-30.059298
250	-30.647747
251	-32.689312
252	-34.622131
253	-32.776131
254	-32.583076
255	-31.715748
256	-32.125778
257	-33.836502
258	-34.242981
259	-37.911396
260	-39.566559
261	-39.626915
262	-38.008373
263	-36.427303
264	-40.811905
265	-38.582062
266	-37.626602
267	-42.473724
268	-42.850071
269	-41.855350
270	-45.005337
271	-45.892620
272	-46.565395
273	-45.160343
274	-39.317390
275	-40.015556
276	-44.097454
277	-49.046349
278	-53.144615
279	-53.715954
280	-52.448650
281	-53.189919
282	-52.424370
283	-51.886948
284	-53.776928
285	-54.943295
286	-55.414158
287	-56.392506
288	-59.979740
289	-62.924175
290	-61.744144
291	-62.541218
292	-63.754570
293	-64.230759
294	-64.532158
295	-65.523628
296	-66.221962
297	-66.277130
298	-59.576065
299	-46.521370
300	-42.722454
301	-38.342388
302	-31.794176
303	-31.417339
304	-32.966461
305	-32.830013
306	-31.652393
307	-26.907139
308	-26.917028
309	-26.331768
310	-25.828648
311	-26.187214
312	-25.529472
313	-26.213232
314	-24.946928
315	-25.595657
316	-23.372444
317	-23.939167
